"customer_id","no_of_days_rented","case"
150,"7 days 23:43:00","NO ACTION"
500,"4 days 21:15:00","NO ACTION"
580,"3 days 04:57:00","NO ACTION"
161,"1 day 22:58:00","NO ACTION"
595,"5 days 04:34:00","NO ACTION"
307,"6 days 20:54:00","NO ACTION"
533,"6 days 02:00:00","NO ACTION"
471,"4 days 18:10:00","NO ACTION"
372,"2 days 22:40:00","NO ACTION"
248,"4 days 03:55:00","NO ACTION"
407,"9 days 02:03:00","REMINDER EMAIL TO CUSTOMER"
321,"7 days 04:32:00","NO ACTION"
239,"2 days 05:56:00","NO ACTION"
109,"6 days 18:15:00","NO ACTION"
495,"1 day 19:18:00","NO ACTION"
569,"9 days 04:22:00","REMINDER EMAIL TO CUSTOMER"
596,"3 days 21:44:00","NO ACTION"
584,"3 days 21:04:00","NO ACTION"
241,"7 days 02:54:00","NO ACTION"
173,"8 days 23:24:00","REMINDER EMAIL TO CUSTOMER"
94,"5 days 02:42:00","NO ACTION"
417,"8 days 02:41:00","REMINDER EMAIL TO CUSTOMER"
503,"5 days 21:20:00","NO ACTION"
442,"5 days 22:27:00","NO ACTION"
360,"6 days 05:12:00","NO ACTION"
428,"7 days 22:38:00","NO ACTION"
42,"9 days 00:38:00","REMINDER EMAIL TO CUSTOMER"
239,"6 days 22:45:00","NO ACTION"
250,"1 day 05:34:00","NO ACTION"
372,"5 days 00:39:00","NO ACTION"
198,"23:57:00","NO ACTION"
465,"1 day 18:56:00","NO ACTION"
396,"6 days 20:39:00","NO ACTION"
157,"4 days 02:01:00","NO ACTION"
240,"2 days 20:23:00","NO ACTION"
316,"6 days 23:07:00","NO ACTION"
505,"7 days 18:47:00","NO ACTION"
185,"2 days 21:34:00","NO ACTION"
569,"3 days 04:48:00","NO ACTION"
253,"5 days 20:32:00","NO ACTION"
197,"7 days 20:25:00","NO ACTION"
281,"1 day 01:17:00","NO ACTION"
266,"1 day 20:43:00","NO ACTION"
43,"18:49:00","NO ACTION"
327,"6 days 18:32:00","NO ACTION"
23,"2 days 01:47:00","NO ACTION"
287,"2 days 20:30:00","NO ACTION"
437,"1 day 20:01:00","NO ACTION"
65,"3 days 05:48:00","NO ACTION"
103,"8 days 23:08:00","REMINDER EMAIL TO CUSTOMER"
207,"2 days 05:09:00","NO ACTION"
578,"1 day 18:33:00","NO ACTION"
51,"4 days 04:21:00","NO ACTION"
166,"3 days 21:51:00","NO ACTION"
176,"4 days 20:16:00","NO ACTION"
523,"4 days 23:25:00","NO ACTION"
415,"23:59:00","NO ACTION"
437,"7 days 18:57:00","NO ACTION"
596,"2 days 05:18:00","NO ACTION"
484,"1 day 00:38:00","NO ACTION"
313,"5 days 05:36:00","NO ACTION"
201,"9 days 00:39:00","REMINDER EMAIL TO CUSTOMER"
14,"5 days 03:17:00","NO ACTION"
306,"8 days 04:05:00","REMINDER EMAIL TO CUSTOMER"
468,"4 days 01:35:00","NO ACTION"
87,"4 days 01:47:00","NO ACTION"
338,"3 days 04:35:00","NO ACTION"
490,"22:09:00","NO ACTION"
194,"7 days 20:11:00","NO ACTION"
269,"5 days 05:28:00","NO ACTION"
526,"8 days 22:35:00","REMINDER EMAIL TO CUSTOMER"
482,"4 days 03:01:00","NO ACTION"
531,"3 days 02:03:00","NO ACTION"
148,"19:21:00","NO ACTION"
197,"4 days 04:18:00","NO ACTION"
461,"6 days 21:13:00","NO ACTION"
172,"7 days 05:15:00","NO ACTION"
411,"1 day 02:02:00","NO ACTION"
250,"2 days 23:21:00","NO ACTION"
162,"4 days 00:45:00","NO ACTION"
571,"5 days 23:02:00","NO ACTION"
85,"7 days 23:51:00","NO ACTION"
433,"9 days 05:20:00","REMINDER EMAIL TO CUSTOMER"
18,"4 days 02:22:00","NO ACTION"
190,"5 days 00:47:00","NO ACTION"
399,"7 days 05:03:00","NO ACTION"
528,"5 days 00:38:00","NO ACTION"
19,"3 days 00:46:00","NO ACTION"
387,"5 days 22:43:00","NO ACTION"
109,"3 days 19:42:00","NO ACTION"
246,"6 days 18:12:00","NO ACTION"
117,"1 day 03:36:00","NO ACTION"
112,"5 days 02:33:00","NO ACTION"
475,"23:25:00","NO ACTION"
269,"5 days 02:25:00","NO ACTION"
330,"7 days 23:07:00","NO ACTION"
257,"1 day 03:33:00","NO ACTION"
60,"6 days 19:43:00","NO ACTION"
252,"23:27:00","NO ACTION"
127,"2 days 18:04:00","NO ACTION"
479,"8 days 01:33:00","REMINDER EMAIL TO CUSTOMER"
518,"5 days 01:15:00","NO ACTION"
215,"2 days 04:40:00","NO ACTION"
313,"23:07:00","NO ACTION"
507,"9 days 03:03:00","REMINDER EMAIL TO CUSTOMER"
452,"3 days 18:50:00","NO ACTION"
545,"7 days 05:06:00","NO ACTION"
36,"3 days 03:07:00","NO ACTION"
412,"1 day 01:11:00","NO ACTION"
498,"3 days 21:35:00","NO ACTION"
245,"3 days 02:37:00","NO ACTION"
480,"7 days 21:30:00","NO ACTION"
44,"2 days 05:56:00","NO ACTION"
259,"7 days 23:21:00","NO ACTION"
309,"1 day 00:16:00","NO ACTION"
416,"6 days 22:08:00","NO ACTION"
245,"5 days 02:49:00","NO ACTION"
452,"6 days 22:35:00","NO ACTION"
484,"1 day 01:08:00","NO ACTION"
551,"5 days 01:29:00","NO ACTION"
323,"5 days 20:48:00","NO ACTION"
197,"7 days 18:17:00","NO ACTION"
5,"21:56:00","NO ACTION"
447,"1 day 02:36:00","NO ACTION"
363,"7 days 01:39:00","NO ACTION"
538,"5 days 02:39:00","NO ACTION"
454,"9 days 05:27:00","REMINDER EMAIL TO CUSTOMER"
276,"7 days 02:11:00","NO ACTION"
589,"6 days 03:07:00","NO ACTION"
256,"8 days 00:39:00","REMINDER EMAIL TO CUSTOMER"
84,"8 days 00:53:00","REMINDER EMAIL TO CUSTOMER"
89,"6 days 04:17:00","NO ACTION"
495,"6 days 03:20:00","NO ACTION"
483,"7 days 02:54:00","NO ACTION"
548,"8 days 00:03:00","REMINDER EMAIL TO CUSTOMER"
420,"2 days 21:52:00","NO ACTION"
152,"2 days 23:48:00","NO ACTION"
130,"3 days 18:55:00","NO ACTION"
291,"6 days 22:02:00","NO ACTION"
7,"4 days 18:58:00","NO ACTION"
375,"2 days 02:12:00","NO ACTION"
269,"1 day 03:50:00","NO ACTION"
53,"3 days 18:59:00","NO ACTION"
126,"5 days 20:16:00","NO ACTION"
135,"6 days 22:36:00","NO ACTION"
281,"5 days 18:45:00","NO ACTION"
576,"2 days 23:59:00","NO ACTION"
201,"6 days 02:22:00","NO ACTION"
435,"9 days 04:58:00","REMINDER EMAIL TO CUSTOMER"
563,"3 days 04:22:00","NO ACTION"
179,"9 days 05:26:00","REMINDER EMAIL TO CUSTOMER"
77,"4 days 03:09:00","NO ACTION"
58,"5 days 05:09:00","NO ACTION"
146,"7 days 20:33:00","NO ACTION"
50,"2 days 05:59:00","NO ACTION"
149,"2 days 05:10:00","NO ACTION"
69,"4 days 05:26:00","NO ACTION"
383,"7 days 19:27:00","NO ACTION"
67,"4 days 01:55:00","NO ACTION"
566,"8 days 20:30:00","REMINDER EMAIL TO CUSTOMER"
575,"3 days 04:52:00","NO ACTION"
405,"9 days 02:58:00","REMINDER EMAIL TO CUSTOMER"
476,"3 days 03:06:00","NO ACTION"
556,"7 days 19:11:00","NO ACTION"
563,"9 days 04:04:00","REMINDER EMAIL TO CUSTOMER"
575,"3 days 05:32:00","NO ACTION"
124,"18:30:00","NO ACTION"
113,"5 days 03:58:00","NO ACTION"
360,"4 days 18:34:00","NO ACTION"
535,"7 days 05:56:00","NO ACTION"
105,"8 days 02:29:00","REMINDER EMAIL TO CUSTOMER"
300,"8 days 05:56:00","REMINDER EMAIL TO CUSTOMER"
313,"1 day 03:21:00","NO ACTION"
596,"3 days 22:40:00","NO ACTION"
53,"7 days 19:58:00","NO ACTION"
352,"3 days 02:44:00","NO ACTION"
72,"1 day 00:43:00","NO ACTION"
439,"8 days 18:50:00","REMINDER EMAIL TO CUSTOMER"
27,"8 days 19:04:00","REMINDER EMAIL TO CUSTOMER"
562,"2 days 00:27:00","NO ACTION"
553,"8 days 01:58:00","REMINDER EMAIL TO CUSTOMER"
593,"4 days 01:03:00","NO ACTION"
284,"3 days 02:41:00","NO ACTION"
261,"2 days 01:29:00","NO ACTION"
528,"8 days 02:37:00","REMINDER EMAIL TO CUSTOMER"
50,"6 days 23:27:00","NO ACTION"
551,"2 days 18:36:00","NO ACTION"
26,"4 days 23:23:00","NO ACTION"
244,"4 days 22:54:00","NO ACTION"
134,"2 days 19:43:00","NO ACTION"
429,"6 days 19:01:00","NO ACTION"
472,"21:31:00","NO ACTION"
402,"5 days 23:30:00","NO ACTION"
350,"2 days 05:04:00","NO ACTION"
32,"20:43:00","NO ACTION"
171,"8 days 04:43:00","REMINDER EMAIL TO CUSTOMER"
232,"8 days 20:53:00","REMINDER EMAIL TO CUSTOMER"
435,"1 day 05:47:00","NO ACTION"
235,"4 days 23:46:00","NO ACTION"
104,"8 days 01:24:00","REMINDER EMAIL TO CUSTOMER"
222,"6 days 23:55:00","NO ACTION"
346,"6 days 02:00:00","NO ACTION"
401,"3 days 20:49:00","NO ACTION"
225,"23:43:00","NO ACTION"
344,"7 days 00:42:00","NO ACTION"
134,"8 days 21:31:00","REMINDER EMAIL TO CUSTOMER"
14,"4 days 19:08:00","NO ACTION"
474,"8 days 02:05:00","REMINDER EMAIL TO CUSTOMER"
554,"1 day 21:45:00","NO ACTION"
321,"4 days 02:31:00","NO ACTION"
511,"3 days 18:15:00","NO ACTION"
22,"8 days 03:15:00","REMINDER EMAIL TO CUSTOMER"
348,"6 days 01:18:00","NO ACTION"
480,"8 days 19:48:00","REMINDER EMAIL TO CUSTOMER"
441,"1 day 00:27:00","NO ACTION"
357,"1 day 21:16:00","NO ACTION"
371,"5 days 22:38:00","NO ACTION"
207,"9 days 05:22:00","REMINDER EMAIL TO CUSTOMER"
573,"7 days 02:56:00","NO ACTION"
217,"19:08:00","NO ACTION"
371,"7 days 03:22:00","NO ACTION"
3,"2 days 19:00:00","NO ACTION"
509,"7 days 03:37:00","NO ACTION"
159,"8 days 18:46:00","REMINDER EMAIL TO CUSTOMER"
417,"3 days 19:19:00","NO ACTION"
84,"22:36:00","NO ACTION"
381,"4 days 00:01:00","NO ACTION"
368,"1 day 04:15:00","NO ACTION"
172,"3 days 05:29:00","NO ACTION"
504,"7 days 21:52:00","NO ACTION"
337,"9 days 02:15:00","REMINDER EMAIL TO CUSTOMER"
79,"1 day 20:11:00","NO ACTION"
387,"3 days 18:43:00","NO ACTION"
238,"2 days 01:49:00","NO ACTION"
313,"1 day 00:14:00","NO ACTION"
429,"1 day 23:40:00","NO ACTION"
72,"8 days 00:43:00","REMINDER EMAIL TO CUSTOMER"
49,"1 day 23:39:00","NO ACTION"
380,"7 days 19:02:00","NO ACTION"
436,"6 days 22:21:00","NO ACTION"
449,"8 days 00:27:00","REMINDER EMAIL TO CUSTOMER"
517,"1 day 00:16:00","NO ACTION"
530,"7 days 05:52:00","NO ACTION"
549,"2 days 21:08:00","NO ACTION"
122,"2 days 00:22:00","NO ACTION"
369,"2 days 04:38:00","NO ACTION"
406,"4 days 18:16:00","NO ACTION"
53,"8 days 01:24:00","REMINDER EMAIL TO CUSTOMER"
204,"3 days 04:06:00","NO ACTION"
358,"2 days 02:32:00","NO ACTION"
79,"3 days 05:13:00","NO ACTION"
276,"9 days 04:43:00","REMINDER EMAIL TO CUSTOMER"
502,"7 days 02:55:00","NO ACTION"
328,"4 days 18:18:00","NO ACTION"
379,"6 days 01:20:00","NO ACTION"
544,"7 days 05:01:00","NO ACTION"
154,"8 days 04:31:00","REMINDER EMAIL TO CUSTOMER"
8,"9 days 00:45:00","REMINDER EMAIL TO CUSTOMER"
99,"2 days 19:05:00","NO ACTION"
28,"22:09:00","NO ACTION"
296,"4 days 04:56:00","NO ACTION"
391,"7 days 00:07:00","NO ACTION"
303,"5 days 01:21:00","NO ACTION"
548,"7 days 05:32:00","NO ACTION"
375,"7 days 19:34:00","NO ACTION"
52,"2 days 03:56:00","NO ACTION"
326,"6 days 18:56:00","NO ACTION"
339,"8 days 03:25:00","REMINDER EMAIL TO CUSTOMER"
9,"3 days 03:42:00","NO ACTION"
323,"7 days 22:46:00","NO ACTION"
482,"5 days 19:56:00","NO ACTION"
460,"2 days 22:23:00","NO ACTION"
242,"3 days 04:06:00","NO ACTION"
477,"3 days 05:41:00","NO ACTION"
399,"7 days 22:29:00","NO ACTION"
17,"1 day 00:58:00","NO ACTION"
62,"4 days 00:09:00","NO ACTION"
393,"1 day 23:10:00","NO ACTION"
16,"1 day 23:38:00","NO ACTION"
128,"7 days 02:37:00","NO ACTION"
114,"1 day 00:42:00","NO ACTION"
349,"2 days 03:43:00","NO ACTION"
391,"9 days 01:38:00","REMINDER EMAIL TO CUSTOMER"
274,"6 days 04:49:00","NO ACTION"
502,"8 days 00:17:00","REMINDER EMAIL TO CUSTOMER"
400,"8 days 04:08:00","REMINDER EMAIL TO CUSTOMER"
192,"6 days 02:08:00","NO ACTION"
207,"5 days 22:34:00","NO ACTION"
432,"8 days 18:33:00","REMINDER EMAIL TO CUSTOMER"
384,"2 days 01:19:00","NO ACTION"
156,"7 days 03:10:00","NO ACTION"
586,"8 days 02:16:00","REMINDER EMAIL TO CUSTOMER"
259,"3 days 00:52:00","NO ACTION"
561,"8 days 02:17:00","REMINDER EMAIL TO CUSTOMER"
197,"3 days 23:22:00","NO ACTION"
44,"5 days 18:39:00","NO ACTION"
50,"6 days 19:58:00","NO ACTION"
549,"7 days 20:14:00","NO ACTION"
506,"2 days 23:14:00","NO ACTION"
85,"3 days 23:18:00","NO ACTION"
486,"9 days 01:24:00","REMINDER EMAIL TO CUSTOMER"
374,"5 days 02:46:00","NO ACTION"
366,"8 days 01:36:00","REMINDER EMAIL TO CUSTOMER"
390,"22:33:00","NO ACTION"
369,"8 days 02:18:00","REMINDER EMAIL TO CUSTOMER"
596,"4 days 19:01:00","NO ACTION"
115,"3 days 00:35:00","NO ACTION"
6,"21:41:00","NO ACTION"
385,"2 days 21:04:00","NO ACTION"
197,"20:23:00","NO ACTION"
374,"3 days 01:41:00","NO ACTION"
584,"2 days 20:35:00","NO ACTION"
508,"3 days 22:07:00","NO ACTION"
550,"8 days 22:17:00","REMINDER EMAIL TO CUSTOMER"
37,"5 days 21:59:00","NO ACTION"
293,"5 days 05:18:00","NO ACTION"
137,"3 days 02:28:00","NO ACTION"
76,"1 day 20:38:00","NO ACTION"
167,"1 day 04:04:00","NO ACTION"
79,"6 days 01:29:00","NO ACTION"
536,"6 days 23:45:00","NO ACTION"
141,"4 days 22:09:00","NO ACTION"
421,"1 day 01:35:00","NO ACTION"
198,"21:35:00","NO ACTION"
66,"2 days 05:48:00","NO ACTION"
60,"9 days 03:20:00","REMINDER EMAIL TO CUSTOMER"
256,"2 days 21:39:00","NO ACTION"
469,"8 days 03:04:00","REMINDER EMAIL TO CUSTOMER"
304,"5 days 19:06:00","NO ACTION"
46,"4 days 19:23:00","NO ACTION"
367,"2 days 04:11:00","NO ACTION"
534,"2 days 03:25:00","NO ACTION"
562,"2 days 02:17:00","NO ACTION"
473,"9 days 00:54:00","REMINDER EMAIL TO CUSTOMER"
57,"7 days 03:33:00","NO ACTION"
131,"8 days 02:43:00","REMINDER EMAIL TO CUSTOMER"
357,"2 days 23:29:00","NO ACTION"
486,"8 days 20:03:00","REMINDER EMAIL TO CUSTOMER"
62,"5 days 03:12:00","NO ACTION"
245,"9 days 01:46:00","REMINDER EMAIL TO CUSTOMER"
368,"3 days 22:35:00","NO ACTION"
83,"1 day 19:37:00","NO ACTION"
59,"1 day 02:51:00","NO ACTION"
311,"2 days 23:44:00","NO ACTION"
210,"1 day 04:00:00","NO ACTION"
297,"8 days 20:33:00","REMINDER EMAIL TO CUSTOMER"
301,"18:59:00","NO ACTION"
296,"7 days 20:24:00","NO ACTION"
440,"3 days 21:38:00","NO ACTION"
186,"2 days 01:19:00","NO ACTION"
535,"2 days 20:30:00","NO ACTION"
445,"4 days 05:59:00","NO ACTION"
588,"5 days 05:24:00","NO ACTION"
520,"6 days 04:02:00","NO ACTION"
225,"7 days 21:27:00","NO ACTION"
287,"5 days 03:39:00","NO ACTION"
502,"22:10:00","NO ACTION"
496,"1 day 04:51:00","NO ACTION"
330,"9 days 04:50:00","REMINDER EMAIL TO CUSTOMER"
576,"22:57:00","NO ACTION"
551,"1 day 01:51:00","NO ACTION"
307,"9 days 05:29:00","REMINDER EMAIL TO CUSTOMER"
561,"7 days 00:37:00","NO ACTION"
411,"6 days 04:15:00","NO ACTION"
473,"9 days 02:20:00","REMINDER EMAIL TO CUSTOMER"
596,"9 days 03:17:00","REMINDER EMAIL TO CUSTOMER"
7,"3 days 04:41:00","NO ACTION"
581,"6 days 05:05:00","NO ACTION"
394,"5 days 01:10:00","NO ACTION"
154,"7 days 18:52:00","NO ACTION"
279,"8 days 02:47:00","REMINDER EMAIL TO CUSTOMER"
273,"1 day 22:47:00","NO ACTION"
326,"1 day 05:23:00","NO ACTION"
524,"2 days 18:03:00","NO ACTION"
115,"3 days 00:41:00","NO ACTION"
262,"1 day 21:58:00","NO ACTION"
564,"5 days 01:18:00","NO ACTION"
253,"1 day 04:02:00","NO ACTION"
11,"7 days 21:57:00","NO ACTION"
12,"7 days 01:14:00","NO ACTION"
83,"3 days 21:25:00","NO ACTION"
311,"6 days 19:16:00","NO ACTION"
593,"7 days 23:47:00","NO ACTION"
123,"5 days 19:14:00","NO ACTION"
513,"4 days 21:33:00","NO ACTION"
472,"4 days 01:05:00","NO ACTION"
150,"6 days 02:24:00","NO ACTION"
331,"21:23:00","NO ACTION"
216,"2 days 00:09:00","NO ACTION"
389,"1 day 22:25:00","NO ACTION"
413,"3 days 05:40:00","NO ACTION"
332,"8 days 19:17:00","REMINDER EMAIL TO CUSTOMER"
64,"6 days 05:28:00","NO ACTION"
397,"6 days 19:04:00","NO ACTION"
161,"2 days 04:05:00","NO ACTION"
565,"1 day 20:08:00","NO ACTION"
551,"4 days 00:28:00","NO ACTION"
222,"2 days 21:38:00","NO ACTION"
24,"7 days 00:34:00","NO ACTION"
599,"1 day 00:06:00","NO ACTION"
485,"3 days 18:39:00","NO ACTION"
49,"1 day 04:53:00","NO ACTION"
164,"4 days 19:22:00","NO ACTION"
291,"3 days 04:29:00","NO ACTION"
384,"2 days 04:02:00","NO ACTION"
280,"1 day 03:24:00","NO ACTION"
526,"7 days 20:17:00","NO ACTION"
204,"4 days 00:59:00","NO ACTION"
16,"3 days 02:11:00","NO ACTION"
594,"2 days 21:54:00","NO ACTION"
279,"3 days 05:29:00","NO ACTION"
138,"2 days 05:51:00","NO ACTION"
541,"8 days 03:27:00","REMINDER EMAIL TO CUSTOMER"
239,"8 days 05:48:00","REMINDER EMAIL TO CUSTOMER"
227,"5 days 04:53:00","NO ACTION"
457,"9 days 02:22:00","REMINDER EMAIL TO CUSTOMER"
93,"8 days 03:24:00","REMINDER EMAIL TO CUSTOMER"
107,"6 days 18:45:00","NO ACTION"
55,"9 days 00:04:00","REMINDER EMAIL TO CUSTOMER"
51,"1 day 00:03:00","NO ACTION"
50,"6 days 04:18:00","NO ACTION"
267,"1 day 22:53:00","NO ACTION"
416,"6 days 04:12:00","NO ACTION"
236,"1 day 21:32:00","NO ACTION"
25,"1 day 21:03:00","NO ACTION"
293,"9 days 03:32:00","REMINDER EMAIL TO CUSTOMER"
362,"1 day 22:58:00","NO ACTION"
438,"3 days 22:58:00","NO ACTION"
569,"8 days 23:30:00","REMINDER EMAIL TO CUSTOMER"
385,"1 day 22:34:00","NO ACTION"
124,"1 day 00:32:00","NO ACTION"
270,"8 days 22:39:00","REMINDER EMAIL TO CUSTOMER"
272,"6 days 04:04:00","NO ACTION"
506,"23:31:00","NO ACTION"
412,"8 days 03:04:00","REMINDER EMAIL TO CUSTOMER"
70,"2 days 22:27:00","NO ACTION"
594,"8 days 22:02:00","REMINDER EMAIL TO CUSTOMER"
179,"2 days 21:51:00","NO ACTION"
72,"4 days 03:04:00","NO ACTION"
55,"2 days 04:44:00","NO ACTION"
312,"2 days 04:35:00","NO ACTION"
303,"3 days 00:49:00","NO ACTION"
246,"2 days 18:30:00","NO ACTION"
156,"5 days 02:31:00","NO ACTION"
196,"4 days 05:21:00","NO ACTION"
126,"1 day 18:07:00","NO ACTION"
108,"2 days 18:10:00","NO ACTION"
519,"5 days 01:03:00","NO ACTION"
124,"5 days 19:23:00","NO ACTION"
116,"3 days 03:08:00","NO ACTION"
241,"4 days 00:45:00","NO ACTION"
570,"8 days 19:41:00","REMINDER EMAIL TO CUSTOMER"
109,"6 days 18:07:00","NO ACTION"
176,"8 days 23:45:00","REMINDER EMAIL TO CUSTOMER"
7,"8 days 23:16:00","REMINDER EMAIL TO CUSTOMER"
460,"2 days 05:57:00","NO ACTION"
316,"8 days 00:27:00","REMINDER EMAIL TO CUSTOMER"
541,"8 days 20:27:00","REMINDER EMAIL TO CUSTOMER"
32,"21:03:00","NO ACTION"
443,"1 day 01:48:00","NO ACTION"
251,"8 days 00:47:00","REMINDER EMAIL TO CUSTOMER"
228,"5 days 00:44:00","NO ACTION"
174,"1 day 18:04:00","NO ACTION"
272,"4 days 19:47:00","NO ACTION"
146,"6 days 18:00:00","NO ACTION"
503,"2 days 05:23:00","NO ACTION"
9,"8 days 21:58:00","REMINDER EMAIL TO CUSTOMER"
214,"4 days 23:59:00","NO ACTION"
24,"2 days 01:59:00","NO ACTION"
230,"3 days 04:17:00","NO ACTION"
312,"8 days 01:42:00","REMINDER EMAIL TO CUSTOMER"
215,"3 days 02:18:00","NO ACTION"
404,"6 days 00:35:00","NO ACTION"
239,"4 days 21:41:00","NO ACTION"
556,"5 days 02:28:00","NO ACTION"
12,"1 day 00:05:00","NO ACTION"
5,"7 days 00:47:00","NO ACTION"
549,"6 days 02:41:00","NO ACTION"
169,"3 days 21:15:00","NO ACTION"
356,"6 days 04:26:00","NO ACTION"
367,"1 day 20:28:00","NO ACTION"
23,"2 days 03:51:00","NO ACTION"
251,"3 days 23:31:00","NO ACTION"
278,"3 days 03:24:00","NO ACTION"
214,"2 days 19:19:00","NO ACTION"
547,"5 days 01:27:00","NO ACTION"
252,"4 days 22:55:00","NO ACTION"
271,"9 days 00:23:00","REMINDER EMAIL TO CUSTOMER"
491,"1 day 00:16:00","NO ACTION"
425,"9 days 04:51:00","REMINDER EMAIL TO CUSTOMER"
269,"4 days 23:10:00","NO ACTION"
497,"6 days 02:05:00","NO ACTION"
260,"7 days 01:36:00","NO ACTION"
115,"4 days 03:18:00","NO ACTION"
353,"8 days 20:03:00","REMINDER EMAIL TO CUSTOMER"
466,"4 days 21:37:00","NO ACTION"
26,"6 days 20:57:00","NO ACTION"
109,"23:57:00","NO ACTION"
53,"7 days 01:38:00","NO ACTION"
254,"9 days 04:43:00","REMINDER EMAIL TO CUSTOMER"
481,"9 days 01:09:00","REMINDER EMAIL TO CUSTOMER"
355,"6 days 23:10:00","NO ACTION"
300,"8 days 05:54:00","REMINDER EMAIL TO CUSTOMER"
214,"2 days 22:13:00","NO ACTION"
451,"5 days 02:07:00","NO ACTION"
117,"1 day 03:05:00","NO ACTION"
109,"4 days 02:44:00","NO ACTION"
256,"1 day 04:17:00","NO ACTION"
189,"4 days 01:05:00","NO ACTION"
510,"3 days 03:37:00","NO ACTION"
469,"1 day 18:20:00","NO ACTION"
361,"3 days 20:16:00","NO ACTION"
74,"6 days 04:25:00","NO ACTION"
180,"4 days 00:46:00","NO ACTION"
448,"2 days 02:29:00","NO ACTION"
134,"4 days 02:43:00","NO ACTION"
234,"21:39:00","NO ACTION"
431,"4 days 02:39:00","NO ACTION"
387,"8 days 04:56:00","REMINDER EMAIL TO CUSTOMER"
311,"5 days 02:02:00","NO ACTION"
486,"4 days 05:05:00","NO ACTION"
124,"6 days 04:37:00","NO ACTION"
128,"1 day 01:29:00","NO ACTION"
198,"7 days 03:18:00","NO ACTION"
73,"2 days 01:00:00","NO ACTION"
191,"1 day 21:59:00","NO ACTION"
122,"19:29:00","NO ACTION"
50,"8 days 20:45:00","REMINDER EMAIL TO CUSTOMER"
351,"6 days 20:50:00","NO ACTION"
438,"5 days 02:12:00","NO ACTION"
562,"5 days 22:06:00","NO ACTION"
10,"6 days 22:57:00","NO ACTION"
217,"6 days 05:17:00","NO ACTION"
5,"4 days 18:17:00","NO ACTION"
209,"6 days 01:03:00","NO ACTION"
207,"8 days 20:30:00","REMINDER EMAIL TO CUSTOMER"
284,"7 days 05:57:00","NO ACTION"
250,"2 days 21:38:00","NO ACTION"
259,"5 days 22:46:00","NO ACTION"
235,"1 day 21:57:00","NO ACTION"
326,"7 days 22:55:00","NO ACTION"
136,"2 days 21:55:00","NO ACTION"
581,"3 days 01:55:00","NO ACTION"
191,"3 days 23:35:00","NO ACTION"
506,"9 days 03:50:00","REMINDER EMAIL TO CUSTOMER"
59,"7 days 18:58:00","NO ACTION"
251,"3 days 22:10:00","NO ACTION"
106,"1 day 00:25:00","NO ACTION"
61,"1 day 19:14:00","NO ACTION"
416,"3 days 22:44:00","NO ACTION"
516,"2 days 03:16:00","NO ACTION"
239,"3 days 02:58:00","NO ACTION"
285,"6 days 18:05:00","NO ACTION"
310,"8 days 22:51:00","REMINDER EMAIL TO CUSTOMER"
592,"8 days 22:41:00","REMINDER EMAIL TO CUSTOMER"
49,"1 day 21:44:00","NO ACTION"
264,"5 days 03:24:00","NO ACTION"
46,"21:26:00","NO ACTION"
323,"3 days 05:53:00","NO ACTION"
481,"4 days 03:45:00","NO ACTION"
139,"1 day 04:20:00","NO ACTION"
595,"2 days 05:41:00","NO ACTION"
284,"2 days 21:54:00","NO ACTION"
306,"1 day 02:32:00","NO ACTION"
191,"4 days 23:32:00","NO ACTION"
95,"6 days 01:58:00","NO ACTION"
197,"5 days 19:08:00","NO ACTION"
512,"6 days 21:14:00","NO ACTION"
210,"1 day 03:14:00","NO ACTION"
279,"5 days 23:51:00","NO ACTION"
119,"7 days 21:33:00","NO ACTION"
432,"6 days 22:05:00","NO ACTION"
546,"4 days 02:54:00","NO ACTION"
196,"7 days 03:07:00","NO ACTION"
329,"5 days 03:44:00","NO ACTION"
295,"7 days 22:50:00","NO ACTION"
1,"8 days 01:48:00","REMINDER EMAIL TO CUSTOMER"
368,"1 day 01:27:00","NO ACTION"
334,"8 days 01:21:00","REMINDER EMAIL TO CUSTOMER"
173,"4 days 02:44:00","NO ACTION"
244,"9 days 05:44:00","REMINDER EMAIL TO CUSTOMER"
370,"8 days 01:29:00","REMINDER EMAIL TO CUSTOMER"
291,"2 days 19:26:00","NO ACTION"
186,"4 days 21:28:00","NO ACTION"
561,"6 days 01:05:00","NO ACTION"
402,"5 days 23:51:00","NO ACTION"
84,"2 days 20:13:00","NO ACTION"
52,"3 days 05:17:00","NO ACTION"
349,"4 days 22:40:00","NO ACTION"
491,"4 days 23:19:00","NO ACTION"
238,"1 day 18:32:00","NO ACTION"
516,"6 days 19:34:00","NO ACTION"
209,"1 day 19:32:00","NO ACTION"
451,"1 day 19:48:00","NO ACTION"
452,"5 days 21:55:00","NO ACTION"
249,"5 days 04:53:00","NO ACTION"
340,"7 days 20:54:00","NO ACTION"
264,"3 days 20:19:00","NO ACTION"
430,"4 days 05:51:00","NO ACTION"
376,"2 days 21:34:00","NO ACTION"
146,"6 days 05:08:00","NO ACTION"
345,"4 days 22:44:00","NO ACTION"
122,"3 days 04:51:00","NO ACTION"
